Agency,Cntyfip,Circumstance,MSA,Number of Records,Solved,Source,State,Vic Age,Vic Race,Vic Sex,Weapon,Year
Baltimore,"Baltimore city, MD",Other arguments,"Baltimore-Towson, MD",1,Yes,FBI,Maryland,21,Black,Male,"Handgun - pistol, revolver, etc",1986
Baltimore,"Baltimore city, MD",Other arguments,"Baltimore-Towson, MD",1,Yes,FBI,Maryland,27,Black,Male,"Handgun - pistol, revolver, etc",1986
Baltimore,"Baltimore city, MD",Other arguments,"Baltimore-Towson, MD",1,Yes,FBI,Maryland,22,Black,Male,"Handgun - pistol, revolver, etc",1986
Baltimore,"Baltimore city, MD",Other arguments,"Baltimore-Towson, MD",1,Yes,FBI,Maryland,34,Black,Male,"Handgun - pistol, revolver, etc",1980
Baltimore,"Baltimore city, MD",Circumstances undetermined,"Baltimore-Towson, MD",1,Yes,FBI,Maryland,22,Black,Male,"Handgun - pistol, revolver, etc",2014
Pocomoke City,"Worcester, MD",Argument over money or property,Rural Maryland,1,Yes,FBI,Maryland,53,Black,Male,"Handgun - pistol, revolver, etc",1982
Baltimore,"Baltimore city, MD",Gambling,"Baltimore-Towson, MD",1,Yes,FBI,Maryland,21,Black,Male,"Handgun - pistol, revolver, etc",2014
Baltimore,"Baltimore city, MD",Argument over money or property,"Baltimore-Towson, MD",1,Yes,FBI,Maryland,27,Black,Male,Knife or cutting instrument,1984
Baltimore,"Baltimore city, MD",Lovers triangle,"Baltimore-Towson, MD",1,Yes,FBI,Maryland,24,Black,Male,Knife or cutting instrument,1984
Baltimore,"Baltimore city, MD",Lovers triangle,"Baltimore-Towson, MD",1,Yes,FBI,Maryland,44,Black,Male,Knife or cutting instrument,1985
Baltimore,"Baltimore city, MD",Narcotic drug laws,"Baltimore-Towson, MD",1,Yes,FBI,Maryland,45,Black,Male,Knife or cutting instrument,1982
Salisbury,"Wicomico, MD",Other,"Salisbury, MD",1,Yes,FBI,Maryland,42,Black,Male,Knife or cutting instrument,1986
Baltimore,"Baltimore city, MD",Other arguments,"Baltimore-Towson, MD",1,Yes,FBI,Maryland,37,Black,Male,Knife or cutting instrument,1982
Baltimore,"Baltimore city, MD",Other arguments,"Baltimore-Towson, MD",1,Yes,FBI,Maryland,25,Black,Male,Knife or cutting instrument,1986
Baltimore,"Baltimore city, MD",Other arguments,"Baltimore-Towson, MD",1,Yes,FBI,Maryland,29,Black,Male,Knife or cutting instrument,1986
Glenarden,"Prince George's, MD",Other - not specified,"Washington-Arlington-Alexandria, DC-VA-MD-WV",1,Yes,FBI,Maryland,26,Black,Male,Knife or cutting instrument,2014
Baltimore,"Baltimore city, MD",Other arguments,"Baltimore-Towson, MD",1,Yes,FBI,Maryland,24,Black,Male,Shotgun,1980
Baltimore,"Baltimore city, MD",Other arguments,"Baltimore-Towson, MD",1,Yes,FBI,Maryland,29,Black,Male,"Blunt object - hammer, club, etc",1986
Baltimore,"Baltimore city, MD",Other arguments,"Baltimore-Towson, MD",1,Yes,FBI,Maryland,15,Black,Male,"Blunt object - hammer, club, etc",1981
Baltimore,"Baltimore city, MD",Other arguments,"Baltimore-Towson, MD",1,Yes,FBI,Maryland,53,Black,Male,"Blunt object - hammer, club, etc",2014
Baltimore,"Baltimore city, MD",Circumstances undetermined,"Baltimore-Towson, MD",1,Yes,FBI,Maryland,19,Black,Male,"Handgun - pistol, revolver, etc",1984
Baltimore,"Baltimore city, MD",Circumstances undetermined,"Baltimore-Towson, MD",1,Yes,FBI,Maryland,16,Black,Male,"Handgun - pistol, revolver, etc",1985
Baltimore,"Baltimore city, MD",Circumstances undetermined,"Baltimore-Towson, MD",1,Yes,FBI,Maryland,27,Black,Male,"Handgun - pistol, revolver, etc",1986
Baltimore,"Baltimore city, MD",Narcotic drug laws,"Baltimore-Towson, MD",1,Yes,FBI,Maryland,31,Black,Male,"Handgun - pistol, revolver, etc",1981
Baltimore,"Baltimore city, MD",Narcotic drug laws,"Baltimore-Towson, MD",1,Yes,FBI,Maryland,30,Black,Male,"Handgun - pistol, revolver, etc",1981
Baltimore,"Baltimore city, MD",Narcotic drug laws,"Baltimore-Towson, MD",1,Yes,FBI,Maryland,35,Black,Male,"Handgun - pistol, revolver, etc",1982
Baltimore,"Baltimore city, MD",Narcotic drug laws,"Baltimore-Towson, MD",1,Yes,FBI,Maryland,29,Black,Male,"Handgun - pistol, revolver, etc",1983
Baltimore,"Baltimore city, MD",Narcotic drug laws,"Baltimore-Towson, MD",1,Yes,FBI,Maryland,23,Black,Male,"Handgun - pistol, revolver, etc",1984
Baltimore,"Baltimore city, MD",Other - not specified,"Baltimore-Towson, MD",1,Yes,FBI,Maryland,25,Black,Male,"Handgun - pistol, revolver, etc",2013
Baltimore,"Baltimore city, MD",Other arguments,"Baltimore-Towson, MD",1,Yes,FBI,Maryland,31,Black,Male,"Handgun - pistol, revolver, etc",1981
Baltimore,"Baltimore city, MD",Other arguments,"Baltimore-Towson, MD",1,Yes,FBI,Maryland,27,Black,Male,"Handgun - pistol, revolver, etc",1983
Hagerstown,"Washington, MD",Other arguments,"Hagerstown-Martinsburg, MD-WV",1,Yes,FBI,Maryland,48,Black,Male,"Handgun - pistol, revolver, etc",1984
Baltimore,"Baltimore city, MD",Other arguments,"Baltimore-Towson, MD",1,Yes,FBI,Maryland,34,Black,Male,"Handgun - pistol, revolver, etc",1985
Baltimore,"Baltimore city, MD",Other arguments,"Baltimore-Towson, MD",1,Yes,FBI,Maryland,23,Black,Male,"Handgun - pistol, revolver, etc",1986
Baltimore,"Baltimore city, MD",Other arguments,"Baltimore-Towson, MD",1,Yes,FBI,Maryland,17,Black,Male,"Handgun - pistol, revolver, etc",1986
Baltimore,"Baltimore city, MD",Other arguments,"Baltimore-Towson, MD",1,Yes,FBI,Maryland,19,Black,Male,"Handgun - pistol, revolver, etc",1986
Baltimore,"Baltimore city, MD",Other - not specified,"Baltimore-Towson, MD",1,Yes,FBI,Maryland,22,Black,Male,"Handgun - pistol, revolver, etc",2013
Baltimore,"Baltimore city, MD",Other arguments,"Baltimore-Towson, MD",1,Yes,FBI,Maryland,35,Black,Male,"Handgun - pistol, revolver, etc",1984
Baltimore,"Baltimore city, MD",Other arguments,"Baltimore-Towson, MD",1,Yes,FBI,Maryland,36,Black,Male,"Handgun - pistol, revolver, etc",1986
Baltimore,"Baltimore city, MD",Robbery,"Baltimore-Towson, MD",1,Yes,FBI,Maryland,72,Black,Male,"Handgun - pistol, revolver, etc",1981
Baltimore,"Baltimore city, MD",Argument over money or property,"Baltimore-Towson, MD",1,Yes,FBI,Maryland,24,Black,Male,Knife or cutting instrument,1985
Baltimore,"Baltimore city, MD",Circumstances undetermined,"Baltimore-Towson, MD",1,Yes,FBI,Maryland,38,Black,Male,Knife or cutting instrument,1984
Baltimore,"Baltimore city, MD",Other,"Baltimore-Towson, MD",1,Yes,FBI,Maryland,22,Black,Male,Knife or cutting instrument,1983
Baltimore,"Baltimore city, MD",Other arguments,"Baltimore-Towson, MD",1,Yes,FBI,Maryland,51,Black,Male,Knife or cutting instrument,1981
Baltimore,"Baltimore city, MD",Other arguments,"Baltimore-Towson, MD",1,Yes,FBI,Maryland,25,Black,Male,Knife or cutting instrument,1982
Baltimore,"Baltimore city, MD",Other arguments,"Baltimore-Towson, MD",1,Yes,FBI,Maryland,48,Black,Male,Knife or cutting instrument,1985
Garrett County,"Garrett, MD",Other,Rural Maryland,1,Yes,FBI,Maryland,4,White,Male,"Personal weapons, includes beating",1977
St. Mary's County,"St. Mary's, MD",Brawl due to influence of alcohol,Rural Maryland,1,Yes,FBI,Maryland,18,White,Male,Rifle,1980
Cecil County,"Cecil, MD",Other arguments,"Philadelphia-Camden-Wilmington, PA-NJ-DE",1,Yes,FBI,Maryland,34,White,Male,Shotgun,1976
Charles County,"Charles, MD",Other arguments,"Washington-Arlington-Alexandria, DC-VA-MD-WV",1,Yes,FBI,Maryland,68,White,Male,Rifle,1979
Garrett County,"Garrett, MD",Lovers triangle,Rural Maryland,1,Yes,FBI,Maryland,33,White,Male,Shotgun,1980
Dorchester County,"Dorchester, MD",Other arguments,Rural Maryland,1,Yes,FBI,Maryland,39,White,Male,Knife or cutting instrument,1979
Queen Anne's County,"Queen Anne's, MD",Felon killed by police,"Baltimore-Towson, MD",1,Yes,FBI,Maryland,52,White,Male,"Handgun - pistol, revolver, etc",2016
Garrett County,"Garrett, MD",Felon killed by private citizen,Rural Maryland,1,Yes,FBI,Maryland,21,White,Male,"Handgun - pistol, revolver, etc",1980
Prince George's County Police Department,"Prince George's, MD",Circumstances undetermined,"Washington-Arlington-Alexandria, DC-VA-MD-WV",1,Yes,FBI,Maryland,31,Unknown,Unknown,"Handgun - pistol, revolver, etc",1996
Prince George's County Police Department,"Prince George's, MD",Circumstances undetermined,"Washington-Arlington-Alexandria, DC-VA-MD-WV",1,Yes,FBI,Maryland,31,Unknown,Unknown,Knife or cutting instrument,1996
Baltimore,"Baltimore city, MD",Circumstances undetermined,"Baltimore-Towson, MD",1,Yes,FBI,Maryland,36,Black,Male,"Handgun - pistol, revolver, etc",1999
Baltimore,"Baltimore city, MD",Circumstances undetermined,"Baltimore-Towson, MD",1,Yes,FBI,Maryland,21,Black,Male,"Handgun - pistol, revolver, etc",1999
Baltimore,"Baltimore city, MD",Circumstances undetermined,"Baltimore-Towson, MD",1,Yes,FBI,Maryland,28,Black,Male,"Handgun - pistol, revolver, etc",1999
Baltimore,"Baltimore city, MD",Circumstances undetermined,"Baltimore-Towson, MD",1,Yes,FBI,Maryland,20,Black,Male,"Handgun - pistol, revolver, etc",2000
Baltimore,"Baltimore city, MD",Circumstances undetermined,"Baltimore-Towson, MD",1,Yes,FBI,Maryland,23,Black,Male,"Handgun - pistol, revolver, etc",2000
Baltimore,"Baltimore city, MD",Circumstances undetermined,"Baltimore-Towson, MD",1,Yes,FBI,Maryland,18,Black,Male,"Handgun - pistol, revolver, etc",2000
Baltimore,"Baltimore city, MD",Circumstances undetermined,"Baltimore-Towson, MD",1,Yes,FBI,Maryland,33,Black,Male,"Handgun - pistol, revolver, etc",2000
Baltimore,"Baltimore city, MD",Circumstances undetermined,"Baltimore-Towson, MD",1,Yes,FBI,Maryland,19,Black,Male,"Handgun - pistol, revolver, etc",2001
Baltimore,"Baltimore city, MD",Circumstances undetermined,"Baltimore-Towson, MD",1,Yes,FBI,Maryland,20,Black,Male,"Handgun - pistol, revolver, etc",2001
Baltimore,"Baltimore city, MD",Circumstances undetermined,"Baltimore-Towson, MD",1,Yes,FBI,Maryland,21,Black,Male,"Handgun - pistol, revolver, etc",2001
Baltimore,"Baltimore city, MD",Circumstances undetermined,"Baltimore-Towson, MD",1,Yes,FBI,Maryland,24,Black,Male,"Handgun - pistol, revolver, etc",2002
Baltimore,"Baltimore city, MD",Circumstances undetermined,"Baltimore-Towson, MD",1,Yes,FBI,Maryland,35,Black,Male,"Handgun - pistol, revolver, etc",2004
Baltimore,"Baltimore city, MD",Circumstances undetermined,"Baltimore-Towson, MD",1,Yes,FBI,Maryland,30,Black,Male,"Handgun - pistol, revolver, etc",2005
Baltimore,"Baltimore city, MD",Circumstances undetermined,"Baltimore-Towson, MD",1,Yes,FBI,Maryland,25,Black,Male,"Handgun - pistol, revolver, etc",2005
Baltimore,"Baltimore city, MD",Circumstances undetermined,"Baltimore-Towson, MD",1,Yes,FBI,Maryland,22,Black,Male,"Handgun - pistol, revolver, etc",2006
Baltimore,"Baltimore city, MD",Circumstances undetermined,"Baltimore-Towson, MD",1,Yes,FBI,Maryland,23,Black,Male,"Handgun - pistol, revolver, etc",2006
Baltimore,"Baltimore city, MD",Circumstances undetermined,"Baltimore-Towson, MD",1,Yes,FBI,Maryland,31,Black,Male,"Handgun - pistol, revolver, etc",2007
Baltimore,"Baltimore city, MD",Circumstances undetermined,"Baltimore-Towson, MD",1,Yes,FBI,Maryland,31,Black,Male,"Handgun - pistol, revolver, etc",2007
Baltimore,"Baltimore city, MD",Circumstances undetermined,"Baltimore-Towson, MD",1,Yes,FBI,Maryland,28,Black,Male,"Handgun - pistol, revolver, etc",2007
Baltimore,"Baltimore city, MD",Circumstances undetermined,"Baltimore-Towson, MD",1,Yes,FBI,Maryland,15,Black,Male,"Handgun - pistol, revolver, etc",2007
Baltimore,"Baltimore city, MD",Circumstances undetermined,"Baltimore-Towson, MD",1,Yes,FBI,Maryland,26,Black,Male,"Handgun - pistol, revolver, etc",2007
Baltimore,"Baltimore city, MD",Circumstances undetermined,"Baltimore-Towson, MD",1,Yes,FBI,Maryland,28,Black,Male,"Handgun - pistol, revolver, etc",2007
Baltimore,"Baltimore city, MD",Circumstances undetermined,"Baltimore-Towson, MD",1,Yes,FBI,Maryland,26,Black,Male,"Handgun - pistol, revolver, etc",2008
Baltimore,"Baltimore city, MD",Circumstances undetermined,"Baltimore-Towson, MD",1,Yes,FBI,Maryland,32,Black,Male,"Handgun - pistol, revolver, etc",2008
Baltimore,"Baltimore city, MD",Circumstances undetermined,"Baltimore-Towson, MD",1,Yes,FBI,Maryland,21,Black,Male,"Handgun - pistol, revolver, etc",2008
Baltimore,"Baltimore city, MD",Circumstances undetermined,"Baltimore-Towson, MD",1,Yes,FBI,Maryland,21,Black,Male,"Handgun - pistol, revolver, etc",2009
Baltimore,"Baltimore city, MD",Circumstances undetermined,"Baltimore-Towson, MD",1,Yes,FBI,Maryland,28,Black,Male,"Handgun - pistol, revolver, etc",2009
Baltimore,"Baltimore city, MD",Circumstances undetermined,"Baltimore-Towson, MD",1,Yes,FBI,Maryland,25,Black,Male,"Handgun - pistol, revolver, etc",2010
Baltimore,"Baltimore city, MD",Circumstances undetermined,"Baltimore-Towson, MD",1,Yes,FBI,Maryland,33,Black,Male,"Handgun - pistol, revolver, etc",2010
Baltimore,"Baltimore city, MD",Circumstances undetermined,"Baltimore-Towson, MD",1,Yes,FBI,Maryland,34,Black,Male,"Handgun - pistol, revolver, etc",2010
Baltimore,"Baltimore city, MD",Circumstances undetermined,"Baltimore-Towson, MD",1,Yes,FBI,Maryland,29,Black,Male,"Handgun - pistol, revolver, etc",2010
Baltimore,"Baltimore city, MD",Circumstances undetermined,"Baltimore-Towson, MD",1,Yes,FBI,Maryland,23,Black,Male,"Handgun - pistol, revolver, etc",2010
Baltimore,"Baltimore city, MD",Circumstances undetermined,"Baltimore-Towson, MD",1,Yes,FBI,Maryland,26,Black,Male,"Handgun - pistol, revolver, etc",2011
Baltimore,"Baltimore city, MD",Other,"Baltimore-Towson, MD",1,Yes,FBI,Maryland,29,Black,Male,"Handgun - pistol, revolver, etc",2002
Baltimore,"Baltimore city, MD",Other,"Baltimore-Towson, MD",1,Yes,FBI,Maryland,25,Black,Male,"Handgun - pistol, revolver, etc",2002
Baltimore,"Baltimore city, MD",Other arguments,"Baltimore-Towson, MD",1,Yes,FBI,Maryland,24,Black,Male,"Handgun - pistol, revolver, etc",1993
Baltimore,"Baltimore city, MD",Other arguments,"Baltimore-Towson, MD",1,Yes,FBI,Maryland,26,Black,Male,"Handgun - pistol, revolver, etc",2006
Baltimore,"Baltimore city, MD",Other arguments,"Baltimore-Towson, MD",1,Yes,FBI,Maryland,27,Black,Male,"Handgun - pistol, revolver, etc",2006
Baltimore,"Baltimore city, MD",Robbery,"Baltimore-Towson, MD",1,Yes,FBI,Maryland,22,Black,Male,"Handgun - pistol, revolver, etc",1994
Baltimore,"Baltimore city, MD",Robbery,"Baltimore-Towson, MD",1,Yes,FBI,Maryland,17,Black,Male,"Handgun - pistol, revolver, etc",1999
Baltimore,"Baltimore city, MD",Robbery,"Baltimore-Towson, MD",1,Yes,FBI,Maryland,29,Black,Male,"Handgun - pistol, revolver, etc",1999
Baltimore,"Baltimore city, MD",Robbery,"Baltimore-Towson, MD",1,Yes,FBI,Maryland,16,Black,Male,"Handgun - pistol, revolver, etc",1999
Baltimore,"Baltimore city, MD",Robbery,"Baltimore-Towson, MD",1,Yes,FBI,Maryland,27,Black,Male,"Handgun - pistol, revolver, etc",1999
Baltimore,"Baltimore city, MD",Robbery,"Baltimore-Towson, MD",1,Yes,FBI,Maryland,41,Black,Male,"Handgun - pistol, revolver, etc",2008
Baltimore,"Baltimore city, MD",Circumstances undetermined,"Baltimore-Towson, MD",1,Yes,FBI,Maryland,58,Black,Male,"Handgun - pistol, revolver, etc",1998
Hagerstown,"Washington, MD",Argument over money or property,"Hagerstown-Martinsburg, MD-WV",1,Yes,FBI,Maryland,25,Black,Male,"Handgun - pistol, revolver, etc",2012
Baltimore,"Baltimore city, MD",Circumstances undetermined,"Baltimore-Towson, MD",1,Yes,FBI,Maryland,3,Black,Male,"Handgun - pistol, revolver, etc",1992
Baltimore,"Baltimore city, MD",Circumstances undetermined,"Baltimore-Towson, MD",1,Yes,FBI,Maryland,25,Black,Male,"Handgun - pistol, revolver, etc",1994
Baltimore,"Baltimore city, MD",Circumstances undetermined,"Baltimore-Towson, MD",1,Yes,FBI,Maryland,19,Black,Male,"Handgun - pistol, revolver, etc",2003
Baltimore,"Baltimore city, MD",Circumstances undetermined,"Baltimore-Towson, MD",1,Yes,FBI,Maryland,28,Black,Male,"Handgun - pistol, revolver, etc",2007
Baltimore,"Baltimore city, MD",Other,"Baltimore-Towson, MD",1,Yes,FBI,Maryland,32,Black,Male,"Handgun - pistol, revolver, etc",2010
Baltimore,"Baltimore city, MD",Other arguments,"Baltimore-Towson, MD",1,Yes,FBI,Maryland,45,Black,Male,"Handgun - pistol, revolver, etc",1989
Baltimore,"Baltimore city, MD",Other arguments,"Baltimore-Towson, MD",1,Yes,FBI,Maryland,26,Black,Male,"Handgun - pistol, revolver, etc",1990
Baltimore,"Baltimore city, MD",Other arguments,"Baltimore-Towson, MD",1,Yes,FBI,Maryland,27,Black,Male,"Handgun - pistol, revolver, etc",1993
Baltimore,"Baltimore city, MD",Other arguments,"Baltimore-Towson, MD",1,Yes,FBI,Maryland,35,Black,Male,"Handgun - pistol, revolver, etc",1993
Baltimore,"Baltimore city, MD",Other arguments,"Baltimore-Towson, MD",1,Yes,FBI,Maryland,18,Black,Male,"Handgun - pistol, revolver, etc",2012
Baltimore,"Baltimore city, MD",Other arguments,"Baltimore-Towson, MD",1,Yes,FBI,Maryland,64,Black,Male,"Handgun - pistol, revolver, etc",2012
Baltimore,"Baltimore city, MD",Robbery,"Baltimore-Towson, MD",1,Yes,FBI,Maryland,30,Black,Male,"Handgun - pistol, revolver, etc",1993
Baltimore,"Baltimore city, MD",Argument over money or property,"Baltimore-Towson, MD",1,Yes,FBI,Maryland,46,Black,Male,Knife or cutting instrument,1992
Cumberland,"Allegany, MD",Brawl due to influence of alcohol,"Cumberland, MD-WV",1,Yes,FBI,Maryland,39,Black,Male,Knife or cutting instrument,1987
Laurel,"Prince George's, MD",Circumstances undetermined,"Washington-Arlington-Alexandria, DC-VA-MD-WV",1,Yes,FBI,Maryland,35,Black,Male,Knife or cutting instrument,2007
Baltimore,"Baltimore city, MD",Narcotic drug laws,"Baltimore-Towson, MD",1,Yes,FBI,Maryland,38,Black,Male,Knife or cutting instrument,1991
Baltimore,"Baltimore city, MD",Other,"Baltimore-Towson, MD",1,Yes,FBI,Maryland,38,Black,Male,Knife or cutting instrument,1988
Baltimore,"Baltimore city, MD",Other arguments,"Baltimore-Towson, MD",1,Yes,FBI,Maryland,34,Black,Male,Knife or cutting instrument,1987
Baltimore,"Baltimore city, MD",Other arguments,"Baltimore-Towson, MD",1,Yes,FBI,Maryland,32,Black,Male,Knife or cutting instrument,1989
Easton,"Talbot, MD",Other arguments,Rural Maryland,1,Yes,FBI,Maryland,30,Black,Male,Knife or cutting instrument,1992
Baltimore,"Baltimore city, MD",Other arguments,"Baltimore-Towson, MD",1,Yes,FBI,Maryland,17,Black,Male,Knife or cutting instrument,1994
Baltimore,"Baltimore city, MD",Other arguments,"Baltimore-Towson, MD",1,Yes,FBI,Maryland,56,Black,Male,Knife or cutting instrument,2004
Baltimore,"Baltimore city, MD",Other arguments,"Baltimore-Towson, MD",1,Yes,FBI,Maryland,42,Black,Male,Knife or cutting instrument,2005
Baltimore,"Baltimore city, MD",Robbery,"Baltimore-Towson, MD",1,Yes,FBI,Maryland,23,Black,Male,Knife or cutting instrument,1988
Baltimore,"Baltimore city, MD",Robbery,"Baltimore-Towson, MD",1,Yes,FBI,Maryland,62,Black,Male,Knife or cutting instrument,1993
Baltimore,"Baltimore city, MD",Other arguments,"Baltimore-Towson, MD",1,Yes,FBI,Maryland,21,Black,Male,Knife or cutting instrument,1996
Baltimore,"Baltimore city, MD",Circumstances undetermined,"Baltimore-Towson, MD",1,Yes,FBI,Maryland,19,Black,Male,Knife or cutting instrument,2009
Baltimore,"Baltimore city, MD",Other arguments,"Baltimore-Towson, MD",1,Yes,FBI,Maryland,24,Black,Male,Knife or cutting instrument,1999
Hyattsville,"Prince George's, MD",Other arguments,"Washington-Arlington-Alexandria, DC-VA-MD-WV",1,Yes,FBI,Maryland,21,Black,Male,Knife or cutting instrument,2011
Baltimore,"Baltimore city, MD",Argument over money or property,"Baltimore-Towson, MD",1,Yes,FBI,Maryland,29,Black,Male,Knife or cutting instrument,1991
Baltimore,"Baltimore city, MD",Other arguments,"Baltimore-Towson, MD",1,Yes,FBI,Maryland,29,Black,Male,Knife or cutting instrument,1989
